member,phrase,augmentation,timestamp,sample_rate,duration,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,spectral_rolloff_mean,spectral_rolloff_std,energy_mean,energy_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_contrast_mean,spectral_contrast_std
Erneste,yes_approve,Original,2025-11-13 16:37:27,48000,2.944,-544.000244140625,64.12571716308594,-7.2607035636901855,10.644254684448242,2.161496639251709,-11.036328315734863,1.870034098625183,-1.4235455989837646,0.06197436898946762,3.824456214904785,-1.7062386274337769,0.9496412873268127,-5.586241722106934,123.01173400878906,79.62769317626953,39.16204071044922,27.01271629333496,22.68852996826172,18.579923629760742,22.40400505065918,8.519623756408691,9.866886138916016,12.227012634277344,6.608542442321777,6.5973219871521,11.659372329711914,6776.145081227437,5795.19127354052,0.0142969275,0.027131196,0.05167143783844765,0.06600573000059155,3314.9565044606225,2539.1946937869793,0.3775148093700409,0.3806723952293396,0.38404619693756104,0.4473060071468353,0.5073627233505249,0.3748742341995239,0.3676825761795044,0.3930288255214691,0.43983399868011475,0.5024283528327942,0.4979492127895355,0.39878028631210327,3228.4170765643744,2553.376981133374,17.9180197107381,8.22090159941454
Erneste,yes_approve,Pitch_Shift_+2st,2025-11-13 16:37:27,48000,2.944,-576.9348754882812,62.546634674072266,-9.94750690460205,11.298632621765137,-2.9948480129241943,-9.66276741027832,4.657270431518555,-2.136453628540039,1.5628712177276611,0.4475948214530945,-4.614344596862793,-3.242403984069824,-10.853988647460938,126.01535034179688,76.87674713134766,36.98116683959961,30.247039794921875,23.90043830871582,15.376310348510742,20.980709075927734,13.997471809387207,7.912260055541992,11.23077392578125,8.089921951293945,9.145318031311035,17.24724578857422,6884.786777978339,5307.4113979413205,0.010620149,0.02093163,0.09603099616425993,0.08368687165124673,3459.6467257709314,2451.8002919728606,0.5263181328773499,0.41765570640563965,0.3526628911495209,0.3503912091255188,0.40434136986732483,0.4494306445121765,0.4771694242954254,0.3737708032131195,0.3750390112400055,0.3989805281162262,0.4395350217819214,0.5113433599472046,3216.232992488975,2307.0750147387976,21.37673880562889,12.46073374820504
Erneste,yes_approve,Pitch_Shift_-2st,2025-11-13 16:37:27,48000,2.944,-575.393310546875,66.93196868896484,-4.7559099197387695,9.647106170654297,7.581015110015869,-10.480319023132324,-0.5691889524459839,-0.23649924993515015,-3.568084955215454,2.8884153366088867,-0.07497893273830414,1.2783061265945435,2.1823959350585938,117.02320861816406,80.64739990234375,38.413543701171875,23.84784698486328,22.980852127075195,21.53425407409668,19.545135498046875,10.624246597290039,12.859857559204102,8.739320755004883,7.980740070343018,4.999434471130371,9.707374572753906,5888.227662454874,4807.482638726935,0.00977178,0.018759862,0.0805857964801444,0.06885271654640586,2934.092067833545,2162.2915170737942,0.3779109716415405,0.4838941991329193,0.494225412607193,0.36362069845199585,0.3693716824054718,0.389337956905365,0.4620346128940582,0.521490752696991,0.4753771722316742,0.3997611999511719,0.3547554612159729,0.3225177824497223,2790.748985346706,2099.793305029288,20.752128934469706,13.810714935316089
Erneste,yes_approve,Time_Stretch_1.2x,2025-11-13 16:37:27,48000,2.453333333333333,-601.0647583007812,72.3330307006836,-10.830731391906738,11.885284423828125,2.415065050125122,-13.162341117858887,2.5957095623016357,-1.170006275177002,0.25408855080604553,4.4435529708862305,-2.8379037380218506,0.5605924725532532,-5.633561134338379,133.2249298095703,84.51327514648438,40.268001556396484,28.998706817626953,23.45203971862793,19.3881893157959,23.144088745117188,8.853609085083008,10.983061790466309,12.555198669433594,7.589478969573975,6.61793851852417,12.030813217163086,6738.9407467532465,5568.856543128037,0.009430062,0.01651016,0.08896864853896104,0.07601319056338486,3348.7834660014382,2454.743340212684,0.349719375371933,0.3432486355304718,0.3586801290512085,0.43235546350479126,0.48094630241394043,0.34210047125816345,0.34273603558540344,0.4024318754673004,0.4435867369174957,0.48675835132598877,0.4806237518787384,0.38109779357910156,3216.4526581746068,2458.959994320823,17.791945119501854,7.8088799189290965
Erneste,yes_approve,Time_Stretch_0.8x,2025-11-13 16:37:27,48000,3.68,-598.3737182617188,69.99441528320312,-9.865419387817383,11.541083335876465,2.700662136077881,-11.99039077758789,2.804377317428589,-1.2301139831542969,0.09157019853591919,4.74733829498291,-1.5085667371749878,1.5433948040008545,-5.223562717437744,130.49774169921875,82.89344787597656,40.3935546875,28.612340927124023,23.648956298828125,19.395742416381836,23.30193519592285,9.077486991882324,11.263325691223145,12.118768692016602,6.414514064788818,6.923935890197754,11.668432235717773,6836.908417630058,5653.194265407392,0.009413241,0.016763935,0.08742915688222544,0.07567575406109153,3363.0058913347552,2500.7476279701827,0.36231327056884766,0.37029165029525757,0.36830657720565796,0.41275861859321594,0.48280268907546997,0.3418847322463989,0.33766868710517883,0.36323660612106323,0.41667553782463074,0.493560254573822,0.4800650477409363,0.38613632321357727,3257.7599258111068,2498.1727317620644,18.328078748145764,8.018894388944243
Erneste,yes_approve,Background_Noise_Low,2025-11-13 16:37:27,48000,2.944,-399.14362846006696,29.32802098284187,1.6990242725092202,8.233567584292295,1.4853453487998567,-5.801928628018826,0.11393431560973957,-1.340827921928055,-0.014485866001860232,1.7317609290656653,-0.206616178205456,0.061643334414141174,-4.751986597412289,69.81621197470734,51.66625654979045,25.53716569117712,21.002236443526307,19.856141005582117,14.177882825335653,16.855223900697503,7.3184342514497205,8.003816572993335,9.258640119467177,5.630099738802478,5.32493015388677,10.16143136100797,16912.229241877256,5646.579257684256,0.015514891,0.026526755,0.3608821497066787,0.1824833154910806,9518.216394274381,3444.3637562509475,0.6122300205063058,0.6237833042737513,0.6601352779233535,0.6746655809360457,0.6514277088711516,0.6349601098049279,0.6311464598578641,0.6083431725636027,0.6699802910469137,0.7252346790021313,0.6929646699732656,0.6393043982471668,6474.513280758754,1113.9753453964315,13.521118992458616,5.727872143449366
Erneste,yes_approve,Background_Noise_Medium,2025-11-13 16:37:28,48000,2.944,-326.75184963259613,17.86976936724963,2.6469395625163106,5.899255915003113,0.9505298225142833,-3.376192953179358,0.3833623583173996,-0.7711294017163378,0.023498943629263996,1.6612212456754556,-0.3439155599333408,-0.8497514428290762,-3.82899517913949,48.64151401459081,39.44710835956127,19.76519305224728,17.624915679082875,17.44907712743884,11.73845908307534,13.580219104186252,6.46141636984403,6.724596201246599,7.992524183839047,5.465796540645239,4.888486153529357,8.652407732825012,18310.187274368232,4026.320739881917,0.017604573,0.02559577,0.38222197935469315,0.16648045347083798,10221.412244393598,2726.509199921884,0.6452635092052883,0.6398877237636414,0.6525795873131494,0.7071495969706958,0.6811816452202496,0.6531550585883966,0.6523064942458857,0.6289791549038466,0.6849633176742626,0.7168287215867908,0.7138020722232626,0.6570175986239202,6798.748909112888,712.8117543283859,12.786361798757056,4.923583091390815
Erneste,yes_approve,Volume_Increase_1.5x,2025-11-13 16:37:28,48000,2.944,-504.15533447265625,64.12572479248047,-7.26070499420166,10.644254684448242,2.161497116088867,-11.036328315734863,1.8700348138809204,-1.4235458374023438,0.06197414919734001,3.824456214904785,-1.7062389850616455,0.9496411681175232,-5.586241245269775,123.0117416381836,79.62769317626953,39.162044525146484,27.012718200683594,22.68852996826172,18.579923629760742,22.404006958007812,8.519623756408691,9.866887092590332,12.227012634277344,6.6085429191589355,6.597321510314941,11.65937328338623,6776.229693140795,5795.167450714844,0.021445392,0.040696792,0.05167143783844765,0.06600573000059155,3314.956503358994,2539.194693301914,0.3775149881839752,0.3806723356246948,0.38404619693756104,0.4473060369491577,0.5073626637458801,0.3748742640018463,0.3676825761795044,0.39302879571914673,0.4398338794708252,0.5024283528327942,0.4979492723941803,0.3987802565097809,3228.4170769180455,2553.376981407014,17.918019677947374,8.220901607579082
Erneste,yes_approve,Volume_Decrease_0.7x,2025-11-13 16:37:28,48000,2.944,-579.0506591796875,64.125732421875,-7.260705947875977,10.644254684448242,2.1614975929260254,-11.036328315734863,1.8700345754623413,-1.4235458374023438,0.06197436898946762,3.8244566917419434,-1.706239104270935,0.9496414661407471,-5.586241245269775,123.0117416381836,79.62769317626953,39.162044525146484,27.012720108032227,22.68852996826172,18.579923629760742,22.404006958007812,8.519623756408691,9.866887092590332,12.22701358795166,6.6085429191589355,6.5973219871521,11.65937328338623,6776.229693140795,5795.167450714844,0.01000785,0.018991835,0.05167143783844765,0.06600573000059155,3314.956501635547,2539.19469557542,0.37751486897468567,0.3806723654270172,0.3840462565422058,0.44730597734451294,0.5073626637458801,0.37487438321113586,0.36768263578414917,0.3930286765098572,0.43983402848243713,0.5024282932281494,0.49794915318489075,0.39878031611442566,3228.4170715461764,2553.3769798386243,17.91802531973865,8.220921723431422
Erneste,yes_approve,Pitch_Shift_+1st,2025-11-13 16:37:28,48000,2.944,-574.7503662109375,63.11085510253906,-8.63013744354248,11.41506290435791,-0.8235557079315186,-11.115084648132324,3.498682737350464,-1.310591220855713,1.3414690494537354,2.5678937435150146,-2.72023344039917,-0.18912310898303986,-8.366633415222168,122.87110900878906,76.93346405029297,37.099971771240234,28.930885314941406,23.22626304626465,16.617124557495117,22.845687866210938,10.209453582763672,8.309704780578613,11.81187629699707,7.21829080581665,7.596628665924072,14.298105239868164,6712.263086642599,5294.273460494988,0.009624457,0.01883379,0.09051535706227437,0.07883772740668826,3366.291080286103,2413.622725363713,0.39419907331466675,0.36983367800712585,0.3576217591762543,0.39823147654533386,0.4978150725364685,0.48580271005630493,0.3514343202114105,0.3629807233810425,0.37852150201797485,0.42590662837028503,0.48974940180778503,0.4355725049972534,3178.9818462456324,2320.42264394499,21.188250342244316,12.772008186681838
