member,expression,augmentation,timestamp,height,width,channels,hist_R_0,hist_R_1,hist_R_2,hist_R_3,hist_R_4,hist_R_5,hist_R_6,hist_R_7,hist_G_0,hist_G_1,hist_G_2,hist_G_3,hist_G_4,hist_G_5,hist_G_6,hist_G_7,hist_B_0,hist_B_1,hist_B_2,hist_B_3,hist_B_4,hist_B_5,hist_B_6,hist_B_7,hist_gray_0,hist_gray_1,hist_gray_2,hist_gray_3,hist_gray_4,hist_gray_5,hist_gray_6,hist_gray_7,mean_intensity,std_intensity,min_intensity,max_intensity,median_intensity,edge_density
Erneste,Neutral,Vertical_Flip,2025-11-13 16:14:39,3392,2544,3,0.0074329767,0.041293863,0.053771198,0.055799764,0.078063,0.19655815,0.56705475,2.6305885e-05,0.0128098065,0.06115284,0.053563878,0.05588019,0.034855876,0.18962845,0.5920891,1.9816327e-05,0.015798943,0.061815932,0.06604724,0.054541834,0.019037696,0.31506893,0.46762127,6.8140354e-05,0.010438337,0.055224046,0.055401467,0.059201684,0.039743558,0.20915172,0.57081383,2.5378804e-05,172.55337730471996,48.36680577877342,0,255,195.0,0.001249819219473122
Erneste,Neutral,Rotation_10deg,2025-11-13 16:14:39,3392,2544,3,0.083864205,0.041533977,0.05282129,0.054015253,0.06713076,0.16431096,0.53629947,2.410407e-05,0.08897392,0.061549164,0.053539775,0.054791912,0.03362205,0.15018146,0.5573231,1.8657478e-05,0.09215959,0.06208061,0.065652534,0.052885372,0.018331261,0.2708017,0.43802565,6.327318e-05,0.08661334,0.055638682,0.055256493,0.05751996,0.038566746,0.16657153,0.53980947,2.3756415e-05,158.21647738018422,66.13182117300258,0,253,194.0,0.0016448710246825678
Erneste,Neutral,Brightness_+15,2025-11-13 16:14:39,3392,2544,3,0.0021196518,0.022530701,0.051492203,0.056238737,0.06911946,0.065792754,0.72698885,0.0057176477,0.0025090252,0.041060474,0.059221383,0.052357864,0.05718876,0.01810517,0.7517927,0.017764583,0.0026837797,0.04534659,0.0643639,0.06811822,0.029659016,0.08591027,0.70367014,0.0002481097,0.0022468932,0.033266976,0.0584154,0.056639235,0.059804864,0.035299253,0.7486167,0.0057106945,187.5533331525528,48.36674428240446,15,255,210.0,0.0012516733787231518
Erneste,Neutral,Contrast_0.7x,2025-11-13 16:14:39,3392,2544,3,0.019158332,0.07447822,0.08361308,0.14069094,0.6820401,1.9352787e-05,0.0,0.0,0.034668952,0.08537569,0.084782705,0.07219714,0.722961,1.4485619e-05,0.0,0.0,0.038894236,0.09415386,0.07171204,0.17164566,0.62353915,5.504535e-05,0.0,0.0,0.02921819,0.08404672,0.088348605,0.10182347,0.6965457,1.7266859e-05,0.0,0.0,120.7151584935327,33.82483521714289,0,178,137.0,0.0004688705203512519
Erneste,Neutral,Median_Blur,2025-11-13 16:14:39,3392,2544,3,0.0066092666,0.04202985,0.05357373,0.05590522,0.07857498,0.19627412,0.5670145,1.8309822e-05,0.010425937,0.0631675,0.05375335,0.055939868,0.035122294,0.18986219,0.5917161,1.2747345e-05,0.014212594,0.06305683,0.06618375,0.05481231,0.019007334,0.3150526,0.4676228,5.1800573e-05,0.008619407,0.05650678,0.05579988,0.059319884,0.039857123,0.20919807,0.57068145,1.7382743e-05,172.58925505443813,48.248760619607,1,245,195.0,0.0008085293179660615
Erneste,Neutral,Zoom_1.1x,2025-11-13 16:14:40,3392,2544,3,0.0025311592,0.016094565,0.05466293,0.067880884,0.07891916,0.1648029,0.6150687,3.974854e-05,0.0056818393,0.045574192,0.067163214,0.07089019,0.0392179,0.14534394,0.6260999,2.8855353e-05,0.0034627584,0.049164075,0.08067783,0.065552175,0.026105404,0.2745698,0.50036216,0.00010580296,0.0041162334,0.036501557,0.06469162,0.07289928,0.04930302,0.15781155,0.6146377,3.905323e-05,175.51941698743622,45.4281678954777,1,255,198.0,0.0006588059585261659
Erneste,Smile,Original,2025-11-13 16:14:40,3392,2544,3,0.007773215,0.04475813,0.05836291,0.055479575,0.08405843,0.21777448,0.53176373,2.9550663e-05,0.015079298,0.061612323,0.05552639,0.05324844,0.025333378,0.21666153,0.5725106,2.8044158e-05,0.0157855,0.061354708,0.06361597,0.05098822,0.017350296,0.3004138,0.4903987,9.2823844e-05,0.011622334,0.05667064,0.058992974,0.056650475,0.031355225,0.2443673,0.54031265,2.8391814e-05,171.6996059216284,48.9556603071253,0,255,194.0,0.0014907440370238519
Erneste,Smile,Rotation_15deg,2025-11-13 16:14:40,3392,2544,3,0.11412988,0.04425461,0.057576165,0.053989757,0.06045799,0.18458387,0.48498085,2.688531e-05,0.12129817,0.061832156,0.05490131,0.052392166,0.024147876,0.16605282,0.5193492,2.6305885e-05,0.12221621,0.061233494,0.06288149,0.050233115,0.016190635,0.25126082,0.43589753,8.668195e-05,0.11775881,0.056764968,0.058347728,0.055811584,0.027567292,0.19066331,0.4930579,2.8391814e-05,151.78138013880235,71.19874777398275,0,254,191.0,0.0018913583199833867
Erneste,Smile,Horizontal_Flip,2025-11-13 16:14:40,3392,2544,3,0.007773215,0.04475813,0.05836291,0.055479575,0.08405843,0.21777448,0.53176373,2.9550663e-05,0.015079298,0.061612323,0.05552639,0.05324844,0.025333378,0.21666153,0.5725106,2.8044158e-05,0.0157855,0.061354708,0.06361597,0.05098822,0.017350296,0.3004138,0.4903987,9.2823844e-05,0.011622334,0.05667064,0.058992974,0.056650475,0.031355225,0.2443673,0.54031265,2.8391814e-05,171.6996059216284,48.955660307125285,0,255,194.0,0.0014874992583363
Erneste,Smile,Grayscale,2025-11-13 16:14:41,3392,2544,3,0.011622334,0.05667064,0.058992974,0.056650475,0.031355225,0.2443673,0.54031265,2.8391814e-05,0.011622334,0.05667064,0.058992974,0.056650475,0.031355225,0.2443673,0.54031265,2.8391814e-05,0.011622334,0.05667064,0.058992974,0.056650475,0.031355225,0.2443673,0.54031265,2.8391814e-05,0.011622334,0.05667064,0.058992974,0.056650475,0.031355225,0.2443673,0.54031265,2.8391814e-05,171.6996059216284,48.9556603071253,0,255,194.0,0.0014907440370238519
Erneste,Smile,Brightness_+30,2025-11-13 16:14:41,3392,2544,3,7.1964554e-05,0.009023034,0.046936303,0.058028117,0.056517903,0.08553978,0.2431118,0.5007711,0.00014578327,0.017610457,0.063263565,0.054342974,0.055020668,0.021599565,0.24998622,0.5380308,2.8971239e-05,0.019230645,0.06240532,0.06350634,0.04789954,0.017512187,0.35449207,0.43492493,5.8521902e-05,0.013824032,0.05859827,0.057753004,0.05899425,0.02742568,0.27895758,0.5043887,201.69912592615253,48.955051173494994,30,255,224.0,0.0014878469131956804
Erneste,Smile,Zoom_1.2x,2025-11-13 16:14:41,3392,2544,3,0.0030108069,0.024719419,0.08286945,0.0730993,0.0764478,0.17856887,0.561227,5.7363053e-05,0.007757107,0.071988545,0.07756342,0.07464428,0.033174966,0.16358575,0.5712326,5.3307078e-05,0.0045351577,0.07308806,0.085858464,0.072081834,0.024636561,0.26204938,0.47759005,0.00016050065,0.0052506314,0.05704147,0.08270883,0.077357955,0.041595165,0.17549084,0.5604969,5.8174246e-05,169.78375612799633,50.50130446699925,0,255,196.0,0.0007230062225584431
Erneste,Smile,Rotation_-15deg,2025-11-13 16:14:41,3392,2544,3,0.114128135,0.043078028,0.05701389,0.05434309,0.06708731,0.17689942,0.48742288,2.7232963e-05,0.12130686,0.06181176,0.053634916,0.05202006,0.024384975,0.16433448,0.52247995,2.7001193e-05,0.12221251,0.061094895,0.061484154,0.05011607,0.016443148,0.23415771,0.4544031,8.8420216e-05,0.11775615,0.05659995,0.056864053,0.055820275,0.02827083,0.18857113,0.49609005,2.758062e-05,152.15083828857394,71.30070284088622,0,254,191.0,0.0018986590720303786
Erneste,Smile,Brightness_-20,2025-11-13 16:14:41,3392,2544,3,0.031398565,0.06029946,0.05286602,0.07252324,0.10515007,0.6776357,0.00011600084,1.0893185e-05,0.055814248,0.058953226,0.05141491,0.039491042,0.04684533,0.7470549,0.0004152158,1.1124956e-05,0.05417726,0.06390951,0.06284545,0.022759689,0.115812294,0.680045,0.00042448658,2.6305885e-05,0.045585085,0.061467003,0.05409973,0.045709547,0.07622472,0.7167695,0.00013257239,1.1820265e-05,151.75197525902604,48.793447188173815,0,235,174.0,0.0014579485952889522
Erneste,Smile,Contrast_1.5x,2025-11-13 16:14:42,3392,2544,3,0.002908133,0.014893071,0.03473014,0.040901247,0.03619516,0.036746077,0.053502113,0.78012407,0.0051288363,0.031372722,0.04019006,0.039594874,0.034606375,0.03457358,0.020620916,0.79391265,0.00440583,0.032245103,0.040489275,0.042943604,0.04797301,0.02368758,0.012355654,0.7958999,0.004266073,0.023088107,0.04122897,0.041325733,0.034495126,0.039986916,0.0233558,0.79225326,227.2968989881853,57.64396067176913,0,255,255.0,0.003406554082117005
Erneste,Smile,Gaussian_Blur,2025-11-13 16:14:42,3392,2544,3,0.0074059754,0.045303833,0.058150724,0.055446893,0.084515706,0.21739948,0.5317534,2.3988185e-05,0.014100302,0.062084783,0.055983327,0.053383216,0.025312982,0.2169575,0.57215405,2.38723e-05,0.01533888,0.06141219,0.063832216,0.051221613,0.017312517,0.30032465,0.4904856,7.2312214e-05,0.010532899,0.057438955,0.05911141,0.05695815,0.031435415,0.2444483,0.5400488,2.6074114e-05,171.69964462720273,48.90882368851962,1,252,194.0,0.0008860563516079269
Erneste,Smile,Vertical_Flip,2025-11-13 16:14:42,3392,2544,3,0.007773215,0.04475813,0.05836291,0.055479575,0.08405843,0.21777448,0.53176373,2.9550663e-05,0.015079298,0.061612323,0.05552639,0.05324844,0.025333378,0.21666153,0.5725106,2.8044158e-05,0.0157855,0.061354708,0.06361597,0.05098822,0.017350296,0.3004138,0.4903987,9.2823844e-05,0.011622334,0.05667064,0.058992974,0.056650475,0.031355225,0.2443673,0.54031265,2.8391814e-05,171.6996059216284,48.95566030712531,0,255,194.0,0.0014894693025394566
Erneste,Smile,Rotation_10deg,2025-11-13 16:14:42,3392,2544,3,0.08454468,0.044222973,0.05761,0.054073542,0.06628515,0.19448009,0.49875632,2.7232963e-05,0.09170741,0.06181871,0.05491695,0.052404333,0.02420883,0.17880642,0.5361111,2.6189999e-05,0.092612244,0.061255626,0.06288694,0.050244007,0.016225515,0.26336733,0.4533221,8.62184e-05,0.08816168,0.056778412,0.058354218,0.055825025,0.02767124,0.20627023,0.5069118,2.734885e-05,157.42043605653703,66.38041051754166,0,255,192.0,0.001930063894327756
Erneste,Smile,Brightness_+15,2025-11-13 16:14:42,3392,2544,3,0.0019213725,0.024310462,0.059210025,0.053850695,0.07029512,0.088468775,0.68430144,0.017642094,0.0031611098,0.046903506,0.059879262,0.051051147,0.043344334,0.027180584,0.7392572,0.029222824,0.0022901185,0.046252467,0.06350484,0.06509362,0.025305796,0.081355296,0.7081589,0.008038939,0.0024487649,0.037228968,0.06175486,0.054192323,0.049264316,0.048220076,0.7294496,0.017441032,186.69946651202977,48.95545483658344,15,255,209.0,0.0014900487273050908
Erneste,Smile,Contrast_0.7x,2025-11-13 16:14:43,3392,2544,3,0.020201065,0.0831339,0.085267685,0.16605318,0.6453202,2.3988185e-05,0.0,0.0,0.04117114,0.0838292,0.074132994,0.08908169,0.71176213,2.2829336e-05,0.0,0.0,0.04073194,0.09086539,0.06596415,0.1649379,0.6374348,6.5822656e-05,0.0,0.0,0.032405604,0.08707364,0.07914166,0.12139656,0.6799575,2.503115e-05,0.0,0.0,120.18460044258781,34.28400725264922,0,178,136.0,0.0006750298519639255
Erneste,Smile,Median_Blur,2025-11-13 16:14:43,3392,2544,3,0.007338994,0.045220394,0.05802267,0.05562686,0.084332496,0.21766786,0.5317679,2.2829336e-05,0.013708031,0.062280167,0.05601566,0.05356608,0.02516094,0.21674253,0.5725032,2.340876e-05,0.014594783,0.06190713,0.0639773,0.051346768,0.017121306,0.300422,0.49055862,7.208044e-05,0.010307271,0.057451937,0.059299026,0.056947604,0.03134746,0.24451493,0.5401071,2.4683495e-05,171.72771022457576,48.86153001318564,1,251,194.0,0.0011786658582532336
Erneste,Smile,Zoom_1.1x,2025-11-13 16:14:43,3392,2544,3,0.00408761,0.033348907,0.06804927,0.059131574,0.068760335,0.20619248,0.5603844,4.5426903e-05,0.009493295,0.06958115,0.06327272,0.06464422,0.02991373,0.19318728,0.5698661,4.1486812e-05,0.0070331735,0.07040915,0.071858056,0.06368446,0.020190172,0.29690757,0.46979088,0.00012654637,0.0067261946,0.058541484,0.067399845,0.06845707,0.03495554,0.20404363,0.5598314,4.484748e-05,171.6035559529637,49.41773916503013,0,255,195.0,0.0008085293179660615
Erneste,Surprised,Original,2025-11-13 16:14:43,3392,2544,3,0.010405541,0.04863066,0.05279927,0.07499506,0.060672842,0.18069628,0.57180035,0.0,0.016904717,0.067219414,0.07411747,0.059004795,0.021068001,0.17235696,0.58932865,0.0,0.0177078,0.06614435,0.08544035,0.052561127,0.014231599,0.22119181,0.54267824,4.473159e-05,0.013981172,0.058493163,0.07483989,0.06642178,0.025804797,0.18677166,0.57368755,0.0,170.2170581955693,51.73085882517962,0,219,197.0,0.0009862968360626557
Erneste,Surprised,Rotation_15deg,2025-11-13 16:14:43,3392,2544,3,0.11623678,0.0487579,0.049811408,0.07236853,0.052831717,0.13338718,0.5266065,0.0,0.12279402,0.0674863,0.07307798,0.055738345,0.019759892,0.11977278,0.5413707,0.0,0.12376339,0.06612222,0.08278415,0.050387356,0.013318541,0.16723277,0.49635136,4.021208e-05,0.119846135,0.058818102,0.07283323,0.06382677,0.023854338,0.13360631,0.5272151,0.0,150.70698234654978,72.80973549826881,0,218,195.0,0.001177622893675092
Erneste,Surprised,Horizontal_Flip,2025-11-13 16:14:44,3392,2544,3,0.010405541,0.04863066,0.05279927,0.07499506,0.060672842,0.18069628,0.57180035,0.0,0.016904717,0.067219414,0.07411747,0.059004795,0.021068001,0.17235696,0.58932865,0.0,0.0177078,0.06614435,0.08544035,0.052561127,0.014231599,0.22119181,0.54267824,4.473159e-05,0.013981172,0.058493163,0.07483989,0.06642178,0.025804797,0.18677166,0.57368755,0.0,170.2170581955693,51.73085882517962,0,219,197.0,0.0009824726326094697
Erneste,Surprised,Grayscale,2025-11-13 16:14:44,3392,2544,3,0.013981172,0.058493163,0.07483989,0.06642178,0.025804797,0.18677166,0.57368755,0.0,0.013981172,0.058493163,0.07483989,0.06642178,0.025804797,0.18677166,0.57368755,0.0,0.013981172,0.058493163,0.07483989,0.06642178,0.025804797,0.18677166,0.57368755,0.0,0.013981172,0.058493163,0.07483989,0.06642178,0.025804797,0.18677166,0.57368755,0.0,170.2170581955693,51.73085882517962,0,219,197.0,0.0009862968360626557
Erneste,Surprised,Brightness_+30,2025-11-13 16:14:44,3392,2544,3,0.00010846832,0.012107196,0.049544875,0.05493306,0.074160345,0.05855157,0.20038722,0.55020726,0.00025853934,0.019902892,0.06784705,0.073913045,0.059008732,0.0181105,0.19961588,0.5613434,0.00014798509,0.021113427,0.06672447,0.08659607,0.04827153,0.01454866,0.26043114,0.5021667,0.000111017784,0.016433066,0.059921443,0.07520841,0.06634332,0.022378195,0.20855016,0.5510544,200.21704069694138,51.73084528183768,30,248,227.0,0.0009862968360626557
Erneste,Surprised,Zoom_1.2x,2025-11-13 16:14:44,3392,2544,3,0.002658285,0.008011938,0.067266464,0.12603404,0.07919879,0.10904461,0.6077859,0.0,0.00512339,0.045558315,0.12434873,0.094410084,0.019588845,0.08673664,0.624234,0.0,0.003156938,0.047073048,0.13365209,0.078670934,0.019832088,0.15835644,0.5591776,8.0887694e-05,0.0036669476,0.026287343,0.12041467,0.10693701,0.030719595,0.10423643,0.607738,0.0,170.4176073048312,50.23091640404245,0,218,199.0,0.00030628393111427555
Erneste,Surprised,Rotation_-15deg,2025-11-13 16:14:44,3392,2544,3,0.11634444,0.047985643,0.05215101,0.073719054,0.051525462,0.13143799,0.5268364,0.0,0.12286111,0.06589404,0.07417842,0.059034575,0.02035218,0.11796706,0.5397126,0.0,0.12376235,0.06466392,0.08553665,0.052610725,0.013404992,0.16574678,0.4942345,4.0096194e-05,0.11993038,0.05733188,0.07469979,0.06646709,0.024131883,0.13030185,0.5271371,0.0,150.56743090475555,72.83340075138103,0,219,195.0,0.0011128432048771804
Erneste,Surprised,Brightness_-20,2025-11-13 16:14:45,3392,2544,3,0.038291864,0.04917578,0.07241361,0.06969634,0.048353113,0.7220139,5.5393008e-05,0.0,0.05889285,0.07316315,0.065696225,0.036045782,0.029992068,0.73616296,4.6933405e-05,0.0,0.059844382,0.07886933,0.073569216,0.018347718,0.07957947,0.6896053,0.00018425708,3.4765486e-07,0.050894815,0.06451524,0.07263263,0.046120822,0.038832236,0.7269522,5.2032345e-05,0.0,150.2881734306396,51.52431730376486,0,199,177.0,0.0006851118428859618
Erneste,Surprised,Contrast_1.5x,2025-11-13 16:14:45,3392,2544,3,0.003637165,0.018784372,0.036614664,0.02995151,0.04885049,0.048992336,0.04457248,0.768597,0.0059240386,0.033344273,0.044855822,0.05052271,0.04494656,0.03765299,0.016932761,0.76582086,0.0057059433,0.034859583,0.04328662,0.05782891,0.055770215,0.024402358,0.009212506,0.7689339,0.0050741388,0.027284997,0.040296905,0.047211066,0.04873959,0.045258638,0.02105815,0.7650765,223.98234666566543,60.385640467891385,0,255,255.0,0.005646494341105969
Erneste,Surprised,Gaussian_Blur,2025-11-13 16:14:45,3392,2544,3,0.009218069,0.050255015,0.05245857,0.07498799,0.060940653,0.18036774,0.571772,0.0,0.01596408,0.06804185,0.0742855,0.05921744,0.020974249,0.17233692,0.58917993,0.0,0.01733268,0.06619893,0.08578152,0.05270575,0.014162648,0.2211873,0.54260415,2.7001193e-05,0.012857552,0.05970358,0.0748027,0.06661368,0.025703399,0.18678765,0.57353145,0.0,170.21719030441588,51.685679303857356,2,217,197.0,0.00029110300225465764
Erneste,Surprised,Vertical_Flip,2025-11-13 16:14:45,3392,2544,3,0.010405541,0.04863066,0.05279927,0.07499506,0.060672842,0.18069628,0.57180035,0.0,0.016904717,0.067219414,0.07411747,0.059004795,0.021068001,0.17235696,0.58932865,0.0,0.0177078,0.06614435,0.08544035,0.052561127,0.014231599,0.22119181,0.54267824,4.473159e-05,0.013981172,0.058493163,0.07483989,0.06642178,0.025804797,0.18677166,0.57368755,0.0,170.2170581955693,51.730858825179595,0,219,197.0,0.0009747083407499704
Erneste,Surprised,Rotation_10deg,2025-11-13 16:14:45,3392,2544,3,0.08648494,0.048834614,0.050193366,0.07367977,0.05450869,0.14541337,0.54088527,0.0,0.093046114,0.06747297,0.07326954,0.05648986,0.020314632,0.13298668,0.5564202,0.0,0.09401792,0.06612141,0.08344667,0.05080014,0.013835157,0.18064123,0.5110976,3.9864422e-05,0.09008792,0.058815554,0.07311866,0.06452092,0.024975061,0.14689402,0.5415879,0.0,156.2262351250074,68.14651427059532,0,218,196.0,0.0011830694864720542
Erneste,Surprised,Brightness_+15,2025-11-13 16:14:46,3392,2544,3,0.0024032223,0.029798426,0.050850783,0.06947975,0.07153416,0.042815782,0.719507,0.01361092,0.003802533,0.04828173,0.07175283,0.06801473,0.04073217,0.019851787,0.7323897,0.015174556,0.0034363365,0.050189078,0.0755629,0.079373315,0.020771567,0.053204983,0.7117144,0.00574743,0.0030553069,0.041828558,0.062339615,0.07447497,0.050782178,0.02742904,0.7264858,0.013604546,185.21705784791445,51.73085857462135,15,234,212.0,0.0009862968360626557
Erneste,Surprised,Contrast_0.7x,2025-11-13 16:14:46,3392,2544,3,0.025316458,0.07506703,0.106693886,0.09579954,0.6971231,0.0,0.0,0.0,0.043578535,0.10492653,0.08022043,0.055252206,0.7160223,0.0,0.0,0.0,0.04487135,0.112357065,0.068642944,0.12480949,0.64929885,2.0279867e-05,0.0,0.0,0.037679065,0.097754054,0.09169211,0.07119809,0.70167667,0.0,0.0,0.0,119.17397356061618,36.23296658960669,0,153,138.0,0.0002282933576599027
Erneste,Surprised,Median_Blur,2025-11-13 16:14:46,3392,2544,3,0.008715244,0.050309367,0.052444197,0.075319774,0.061063837,0.18040274,0.57174486,0.0,0.014913118,0.068800546,0.07433892,0.05945049,0.02090043,0.17243207,0.58916444,0.0,0.016348585,0.06673699,0.085969485,0.05297472,0.014050703,0.22125115,0.5426418,2.6537655e-05,0.011853872,0.06038255,0.0750165,0.06666595,0.025671877,0.18690749,0.57350177,0.0,170.2708496731117,51.5761313291577,1,216,197.0,0.00033710932864601875
Erneste,Surprised,Zoom_1.1x,2025-11-13 16:14:46,3392,2544,3,0.0048587085,0.012904832,0.06275147,0.103839986,0.06399283,0.14006354,0.61158866,0.0,0.009399081,0.044968925,0.10679737,0.07520192,0.016647452,0.11864081,0.6283444,0.0,0.0060634483,0.04792596,0.1143482,0.06342233,0.016301652,0.18690991,0.56496334,6.5127344e-05,0.0069346717,0.02954846,0.10473659,0.08558973,0.025431763,0.13619947,0.61155933,0.0,172.71013812559332,49.40909482745449,0,218,199.0,0.0003452212753648985
Thierry,Neutral,Original,2025-11-13 16:14:46,1080,810,3,0.037997257,0.12659465,0.046336304,0.05951989,0.06896891,0.5611305,0.09749543,0.0019570189,0.03671125,0.14191473,0.07083333,0.075904205,0.0547508,0.50899065,0.10972222,0.0011728395,0.028919753,0.16627458,0.0777332,0.06269433,0.024064928,0.5109865,0.12791495,0.0014117513,0.03579218,0.13414952,0.05913809,0.07998057,0.06484797,0.521398,0.10352423,0.0011694102,142.89631229995427,56.23790977016474,0,255,176.0,0.021396890717878373
